region,site_id,lat,lon,veg_cover_pct,ndvi,grass_biomass_kg_ha,bush_biomass_kg_ha,bush_encroachment,livestock_density_ha_lsu,carrying_capacity_ha_lsu,grazing_pressure,tenure
Hardap,SITE_0030,-26.31475158659099,14.586896677055025,78.94242955039945,0.570144508318951,1090.0888326665195,690.1968796031261,High,34.63175369603468,11.012503934983046,Normal,commercial
Ohangwena,SITE_0031,-18.160563466113658,12.023905803889582,23.923749523565547,0.592644008742141,1568.927189621726,2543.855195161841,Moderate,45.10631125553329,12.513031029247788,Normal,conservancy
Oshana,SITE_0032,-17.381977180335536,13.247899996374846,28.46844691174052,0.13228502937523545,141.97695552567825,1476.1622664987808,High,31.72007302682579,15.640106037178596,Normal,commercial
Oshikoto,SITE_0033,-23.26305364020013,11.812974476067495,28.028385121958195,0.5417969072839102,1353.871568107272,1937.012295240312,Severe,26.736675738024033,43.09850935850587,High,communal
Omaheke,SITE_0034,-21.24337630571681,14.767152044147934,75.4320790580037,0.5733194474490949,129.51555745268544,4283.089525058118,Moderate,18.03973275960104,26.461166016965556,High,communal
Omusati,SITE_0035,-24.35651805103301,16.341003291087393,40.63373595974155,0.6964844484348588,417.6442539011944,588.1652428816109,Moderate,49.99943459295936,10.807937841808991,Normal,commercial
Kavango East,SITE_0036,-24.189446461934537,18.77754108168048,46.654466276643966,0.6520930885451166,621.3991105943503,3595.112027873512,Moderate,40.62012298460786,21.149454570654704,Normal,conservancy
Kunene,SITE_0037,-24.08754318425512,20.15068780412509,15.65779629931182,0.23352835386932444,1664.0059195186848,2680.528932783347,High,38.45213274440237,29.677799891898,Normal,communal
Ohangwena,SITE_0038,-22.618556581165258,11.083042199895061,26.69973864763201,0.1838074442596796,1261.99666831358,1819.2239593441404,Low,29.863548455933657,20.13416102157523,Normal,conservancy
Erongo,SITE_0039,-21.201547144257212,16.582242646029176,25.97002720157157,0.5038866034237289,371.98925783918236,1647.2633207910421,Severe,7.416276972677778,18.181525112864158,High,communal
Omusati,SITE_0040,-21.097841948577035,17.39396379863609,20.28082202824308,0.6852344208677335,787.7782737593174,1633.0848762162768,Moderate,39.72895351457929,27.852049590770136,Normal,communal
Kunene,SITE_0041,-24.14354893258683,13.908190422039379,41.33984231492508,0.5674487164553949,1299.9119101233428,1613.1418421862058,Moderate,24.466245376897195,14.68744489317142,Normal,communal
Oshana,SITE_0042,-20.81803356461476,19.033548581897794,59.624641182105975,0.4426834584669279,1735.7662325722558,3935.208084752862,High,13.348490187712795,33.52111018100564,High,communal
Erongo,SITE_0043,-21.499533043197573,18.170101779802334,68.77431889902567,0.19882839477707398,984.9705912779632,3802.409891946085,Low,38.961861721745215,21.653019154758056,Normal,commercial
Otjozondjupa,SITE_0044,-26.614909128708838,19.15081455276028,50.460832518841954,0.48760138083589966,1730.2425047807499,624.3351468487468,Low,6.75639918797322,10.587613799632894,High,conservancy
Zambezi,SITE_0045,-24.200423915282755,19.638812177505642,43.12890809680341,0.19744537671720608,136.76485717866788,1494.5025241344713,Moderate,24.922810040144245,31.892046331041954,High,commercial
Omaheke,SITE_0046,-18.165810135513986,19.965659655616136,60.955688000268985,0.4861011648307304,1585.9960466166362,4732.628282284263,Moderate,24.277993200058102,25.52460020901551,High,communal
Karas,SITE_0047,-17.165824453859557,11.262127679471893,70.13170548730852,0.36511893924386307,345.3560868378965,1297.5380263091834,Severe,35.41925976165254,16.76580615385132,Normal,commercial
Oshana,SITE_0048,-21.15649677679716,12.110550302113039,35.134844333160515,0.22682085487998835,1655.6880625189783,1095.5244082848146,Moderate,28.703165737515793,41.738237859118726,High,communal
Omaheke,SITE_0049,-17.344903536920178,18.468354349618593,10.496595102785871,0.3582900354613968,902.7753068628613,4078.456959638706,Severe,41.73063813259885,16.99284292250657,Normal,communal
Omusati,SITE_0050,-19.735716245393533,14.063596500159168,65.97695128798976,0.280845838489119,663.3709460168101,1887.4332968042736,Severe,46.82652595196601,24.377977966356106,Normal,commercial
Ohangwena,SITE_0051,-25.799311761568454,13.595824127244608,68.78457343944085,0.3820519858784115,760.7775160271234,3518.6567767452034,Severe,6.997475944046117,34.55072485551977,High,commercial
Omaheke,SITE_0052,-23.76872659075049,14.430904456222802,38.76027726467976,0.469147077748456,1314.5401040567217,4499.709564804762,High,41.968530748286156,36.83466645955393,Normal,conservancy
Kavango West,SITE_0053,-25.136837561492804,18.936454383430068,45.065233374452454,0.2965597412526953,1401.704985893323,2645.9631608524505,Low,22.784015479499466,24.557167634922223,High,conservancy
Oshana,SITE_0054,-19.62378914579491,18.398701668164783,45.28868264217495,0.11537292921711578,1788.154269996062,930.5587652040484,Moderate,36.61555120185698,34.956179078736994,Normal,communal
Omusati,SITE_0055,-23.2531258927952,17.660109626094435,32.15039353116388,0.4243527378180755,247.12688259616849,3186.0727870110827,High,32.97789674984898,12.212640300778581,Normal,conservancy
Kunene,SITE_0056,-26.847158189558748,15.860419766363977,30.396365488037674,0.5601634634254905,903.1930550396232,2237.944131869208,Low,13.952314679817082,24.882136971318552,High,commercial
Oshana,SITE_0057,-24.008017464068196,16.655532455960323,15.337256554612294,0.6460585477897315,192.84066589137575,2243.8156013654598,Moderate,28.316569127960058,43.33698770019196,High,conservancy
Oshana,SITE_0058,-17.687201653366497,15.820990830971292,12.165814818388188,0.6369742601811624,1984.0271083367281,1018.2514867236341,Low,28.62126460296953,40.79617770799217,High,commercial
Kavango West,SITE_0059,-22.547781734018187,14.993033283077583,26.069922802832966,0.6035885151981051,115.79984073509567,567.713625478915,Low,7.255357966763151,18.569437140184043,High,commercial
Omaheke,SITE_0060,-20.600919618498143,14.96341019795293,29.847698900438406,0.2070818844247747,271.1531297403501,4867.760243316735,Moderate,11.15924570687686,35.803620184940556,High,communal
Karas,SITE_0061,-23.973585882149827,14.992250629231796,47.02260631597223,0.3499500431029614,1940.740664650388,566.0287511277313,Moderate,37.64849943956449,22.42816799712055,Normal,commercial
Omusati,SITE_0062,-23.87097333518654,20.81906480981763,77.03768713522754,0.529049775448054,1585.3172376649557,1687.5069876145933,High,34.65503672460018,37.074050065250624,High,commercial
Kunene,SITE_0063,-17.07806728615862,18.55508905465166,37.105251264713445,0.4634931460216507,238.45202824872476,2449.2729250495363,Moderate,43.98510638090892,21.257617698525696,Normal,communal
Oshana,SITE_0064,-19.08704783392484,19.443382989995712,47.74314563400609,0.6248403811905363,1104.3327738999428,869.3451314354077,Low,47.632135915356024,10.453291271858753,Normal,conservancy
Oshikoto,SITE_0065,-27.698349942009692,19.498725195124578,68.68176038858178,0.4560801884891964,1324.6637606224706,1017.7138939206347,Low,17.19575074678756,34.643921807968184,High,commercial
Kunene,SITE_0066,-27.846728895013715,16.474671445559608,76.9031225018447,0.14020760627859227,1096.4898848080495,3587.8171924793733,High,8.423380514238561,40.90511177689996,High,communal
Omaheke,SITE_0067,-19.889953214705557,15.751455767451008,68.07854419062883,0.4288464961248457,1944.8900546553127,3581.161594557566,Severe,20.859781901252255,27.011460074500867,High,communal
Omusati,SITE_0068,-25.42345022969454,15.627018238312584,11.571486787451358,0.2572674977599818,1994.262877642936,990.1630305741903,Moderate,16.946246375881135,10.662851862854355,Normal,commercial
Otjozondjupa,SITE_0069,-18.136918370227143,17.205807458992226,20.229849267362624,0.6378714948680642,1209.6042163975985,2439.5596225278314,Low,44.365608246473364,20.25873765745571,Normal,commercial
Kavango East,SITE_0070,-27.51959335744611,15.671241375051402,64.68571373570792,0.19698941704692596,1568.320204825448,2718.6072200108933,Moderate,41.720213875410266,32.38803541289676,Normal,conservancy
Omaheke,SITE_0071,-17.9806884105738,14.936597467801569,27.954278422880662,0.5718396937823517,1854.6329163123644,770.0489014045545,Low,9.116166203198116,22.96282210899598,High,communal
Hardap,SITE_0072,-19.10416354966945,15.236666805021073,11.450277835928556,0.5676579757904644,1191.5924803236637,716.2660333879481,High,27.3519820322349,36.58868962117917,High,communal
Oshana,SITE_0073,-26.074113298224095,20.7898296865217,36.23979139305481,0.18741661614606578,1528.329073243255,2818.3500203185945,Moderate,29.61112857234466,39.45603044237971,High,communal
Oshana,SITE_0074,-17.60963399051615,17.035240226362884,66.08960132319783,0.2146094138530575,219.59013828630626,635.8017889179861,High,22.79954367644314,29.181284839217163,High,conservancy
Omaheke,SITE_0075,-19.14813150621788,20.665510760219362,24.187833542170374,0.5786949695720355,651.8451400270225,1065.1425941892637,Low,15.657237007032013,39.23586551266503,High,communal
Khomas,SITE_0076,-17.61553094781705,18.20207599174114,16.680595864075507,0.6238060289617966,407.1843462873688,2399.715860676757,Severe,24.410186492750572,16.866014135392742,Normal,conservancy
Omusati,SITE_0077,-18.447233258933636,16.54155344803734,25.108194346589826,0.2930356144925431,1742.4340180763884,4239.78755024293,Moderate,22.617542260642065,19.439168807901886,Normal,conservancy
Erongo,SITE_0078,-26.674264642340592,19.731446061481698,68.52321510368131,0.6768835025435261,1044.1986113227326,1163.7217537020288,Severe,34.073812739188675,13.285497903381762,Normal,commercial
Oshikoto,SITE_0079,-18.742177417664283,16.45044725130574,73.39538538611856,0.33044545867911734,827.334250912802,2415.335797535856,Severe,16.888989661928107,26.56940230058347,High,commercial
Omaheke,SITE_0080,-23.611551987587625,12.259039627253468,27.003368767868622,0.1138094567927511,541.2028202188899,4923.894428277291,Low,22.53163242187221,37.81506841136739,High,commercial
Zambezi,SITE_0081,-17.75827703809375,17.858116226119186,33.85186609309922,0.2398557954632387,460.70336181675935,4394.447258577527,High,21.000867382373105,36.30110022813302,High,conservancy
Ohangwena,SITE_0082,-27.92978834041422,11.585278029093132,33.140754626205734,0.3950556192466268,1613.308690861013,845.7083819746349,Severe,26.355113195066377,41.4917691256678,High,conservancy
Ohangwena,SITE_0083,-19.47989827309877,14.334791447321361,61.793183418707805,0.2290568276074392,1752.2543125294508,4172.859066598041,Low,18.033157930485345,20.367187108587075,High,commercial
Omusati,SITE_0084,-27.710847567812074,17.14657393935663,58.962812063139665,0.292982417103422,1255.9440951537345,3261.009572404434,Low,35.211725713968335,29.077949739274892,Normal,communal
Kunene,SITE_0085,-18.05258447822674,19.101877686514555,61.07821410465105,0.4059672151886988,1622.1191017237659,898.0145908673724,Moderate,35.431200207107665,44.27644855658494,High,commercial
Omusati,SITE_0086,-19.15863692064964,12.156773676054772,79.71554509524125,0.34912284022636875,1157.321340678047,1303.70689769285,Severe,9.371231044520798,25.244552086392762,High,communal
Omaheke,SITE_0087,-27.220739214275355,15.667416710811645,79.79564191827012,0.42882318762474103,202.34095960064025,4820.1180062377725,Moderate,19.814043419799418,27.06359677103019,High,communal
Oshana,SITE_0088,-18.379362594188745,14.681233585917623,59.453718249429485,0.47058617838603634,877.107585264733,2114.058887923293,High,15.456918020422519,40.831114966912345,High,communal
Kavango West,SITE_0089,-23.604558304097765,11.626122776634281,71.57503739664021,0.551988873715937,921.493622072584,3836.4013938069747,High,43.19419223993985,15.844929950785033,Normal,commercial
Karas,SITE_0090,-17.110444093353806,20.01552601507494,71.9899154664558,0.4296569356887969,946.70785972809,1533.6738084355745,High,15.160628580461156,29.25419461285659,High,conservancy
Omusati,SITE_0091,-17.143575989733243,16.405200309930933,59.52060201253898,0.1864544288981066,1003.3012089501367,1085.781919681559,Severe,8.841655739036987,10.653146554077138,High,commercial
Hardap,SITE_0092,-22.263924525308358,20.893900085199853,72.10741825534586,0.3596676630235631,273.86967753257665,4943.2514318329695,Severe,31.960035613609058,40.51371895470197,High,communal
Zambezi,SITE_0093,-23.959518666367583,20.34283275049234,57.030453591522615,0.2516249435091849,1300.1361558504911,3572.446508255602,Severe,38.26289120351001,44.11085613401335,High,communal
Omaheke,SITE_0094,-20.566578486666142,13.872379313840025,31.111389770221017,0.6323149671130415,1187.3826859925618,1724.9710650624372,Moderate,28.41869299593429,26.33771159258813,Normal,conservancy
Oshana,SITE_0095,-27.886070740662092,13.73952680083606,13.71006180654804,0.38375450730264216,1457.7523531231177,3939.2895790713915,High,5.923397701551413,34.295774815022824,High,communal
Kunene,SITE_0096,-19.040981199769085,18.219751514844656,63.76853696688471,0.47456095289226286,591.9778766165114,4753.125058062638,Low,9.605916635962775,27.896034819361425,High,communal
Omaheke,SITE_0097,-25.671773623189107,20.75278177918163,59.415140278177546,0.32009723139152924,1893.9707090697023,2947.1338172796627,Low,32.13018336346683,38.3621035091146,High,commercial
Erongo,SITE_0098,-19.01803593498787,11.302381368388797,10.660035694548057,0.17533995570450783,1755.1757066907603,1477.937836434552,Severe,28.251254216478976,40.06938187693875,High,communal
Kavango West,SITE_0099,-23.527616697171116,20.440495793983743,34.07287609233755,0.32388439448711587,1297.8218704342398,533.9660324783175,Severe,23.69616950521254,34.12606375305353,High,commercial
Otjozondjupa,SITE_0100,-26.41009096264662,13.55549687658474,65.81921206237173,0.23363956556158183,1101.274881016918,1983.05338319824,Low,49.016792952779916,33.110316953497986,Normal,commercial
Kavango East,SITE_0101,-20.601459529143952,19.23448138918262,21.511923444806555,0.1418434679879638,1719.0698718155977,4735.220016523348,Low,23.118208245040886,16.845372950435575,Normal,conservancy
Ohangwena,SITE_0102,-23.357250817648385,18.742950620378295,76.07362643349101,0.5994402313489555,657.0331963596601,3752.1007935539283,Low,35.03242692726061,22.005623513211887,Normal,conservancy
Zambezi,SITE_0103,-23.836086206173796,19.25179327029126,15.125194506775278,0.24101118184443857,865.0975043001258,3076.9055550958196,Severe,22.286783104856454,14.579077824301052,Normal,communal
Hardap,SITE_0104,-19.79817229041535,12.233319781889959,41.82536496107119,0.2225915613117032,435.0470804200746,4327.492477684018,Low,48.249114363355844,27.589629559202724,Normal,commercial
Kunene,SITE_0105,-21.11122170748797,15.890737012210483,15.731350137485519,0.6806639159757497,924.6077560871838,1944.6814142161866,Low,39.29406439436882,37.001714535470995,Normal,commercial
Omusati,SITE_0106,-19.266563226144374,11.589507008645061,22.708227170360605,0.6388795038461871,1535.3307816657064,2121.5751122263805,Severe,12.190076052758162,18.701327643352197,High,conservancy
Kunene,SITE_0107,-25.5111486601021,18.06868046452338,67.44340067435327,0.6898148769077798,173.48263992875167,1045.9792679415748,Severe,42.20254010487936,14.031598345459916,Normal,communal
Zambezi,SITE_0108,-27.18710569322282,15.229609042015692,51.267744026852505,0.4687744375217582,1845.4956775862606,3248.4649301197855,Low,24.135204328714796,21.721272829887514,Normal,conservancy
Ohangwena,SITE_0109,-19.687784140468448,15.483946511494638,12.624411774424388,0.2822166088371774,1247.6211608059261,2356.62081542762,Moderate,21.487614345337832,29.845979101209515,High,conservancy
Kavango East,SITE_0110,-24.26101970491439,17.38122407267433,54.45487699835565,0.2487245216163972,836.2927331712086,723.5013736591858,Severe,43.6673826577377,15.824013196981095,Normal,conservancy
Ohangwena,SITE_0111,-24.183080260475368,17.20588648637008,62.1226482725911,0.11886042866255864,626.7707581116366,3294.7511762934414,High,18.308446733514185,14.381305712536086,Normal,commercial
Khomas,SITE_0112,-26.50016158992786,14.488880536568761,20.965810065666595,0.6782640434786609,1390.1949183885283,990.6849695454443,Severe,29.89436792311458,14.393291171894965,Normal,communal
Hardap,SITE_0113,-17.472086051378835,18.093700143265103,34.43566217999672,0.36499491637165915,477.44190883463784,2042.5053770483414,Severe,16.025656942026632,44.0009274753958,High,conservancy
Oshikoto,SITE_0114,-23.856755282822988,18.077453207835926,35.78276625305138,0.5656867944503359,1583.4139495287322,4338.023110255468,Low,38.57527038285752,33.220910336913335,Normal,communal
Kunene,SITE_0115,-20.400475126194703,20.13040592532108,63.67258184212882,0.5937545770279873,1188.322380494592,752.0682526771537,Severe,27.717607011114385,27.480500208905475,Normal,conservancy
Karas,SITE_0116,-25.439631180624573,14.963797450550272,29.41753582173343,0.29508054135120854,1805.4757478022395,3288.9065948532198,Severe,17.87215905955376,18.539203629340783,High,communal
Oshana,SITE_0117,-26.928237882680566,19.008788018143555,22.0425799960833,0.33569430008098156,250.3302999443214,3962.4880435055666,Severe,17.99795370240458,15.586790492443072,Normal,conservancy
Omaheke,SITE_0118,-25.370738736218303,11.270225691944082,46.96353974145947,0.5111532513966337,617.064231878541,3855.654608931816,Severe,38.85063382304416,33.88267979420644,Normal,conservancy
Oshikoto,SITE_0119,-24.83375673790451,20.344767446419638,32.388756976352994,0.2952468104667382,1920.8099357514695,4157.188986726862,Moderate,45.922751629686445,44.39193852385081,Normal,commercial
Kavango West,SITE_0120,-26.41126575621535,19.981424327528003,40.80223423615155,0.38400786865169023,1317.0943952506404,3144.7304124050925,Moderate,33.13480902185453,12.451328390865811,Normal,communal
Hardap,SITE_0121,-19.706878164915103,16.64566737736022,15.41181065260658,0.4640475473642621,1778.3465979385392,3520.638255944296,Moderate,5.517225029084131,13.376527484178492,High,conservancy
Kunene,SITE_0122,-26.219976774613514,11.20707089920009,16.176789743493845,0.6010836616080534,1224.1296087413637,752.6116214953727,Low,49.9611694355952,23.001773218299945,Normal,conservancy
Kunene,SITE_0123,-22.445061142628788,11.507210338644535,37.42791148224507,0.36462650193056956,535.4192472078391,4197.7537557226715,Low,42.85619465862826,30.647429169065862,Normal,conservancy
Otjozondjupa,SITE_0124,-20.33711865531075,14.339786483478168,78.51928470814164,0.13574111873751668,352.09470552333016,636.1905590286478,High,37.290422768291975,26.230966775972995,Normal,commercial
Ohangwena,SITE_0125,-26.828173852372743,12.620865382999842,57.6286770488556,0.6599107003238579,978.5970276164938,1906.0936440463252,Low,5.625776415053647,20.39434715104953,High,commercial
Otjozondjupa,SITE_0126,-25.720881416375207,16.690503948048924,10.77675636960852,0.4797817344482498,1300.7334651793783,3468.4048828680657,High,46.44970445721686,20.417326189741324,Normal,communal
Kavango West,SITE_0127,-27.88391183402275,13.53052292744572,24.059124643863502,0.6398148930227636,1444.6610216958898,4951.774592902178,High,13.165103018780549,10.857828190034787,Normal,communal
Oshana,SITE_0128,-24.221626081838643,12.790405914264094,77.80701383893842,0.27040233025873345,1746.619385829634,4271.247932730733,Severe,38.745317613876274,43.64416852465708,High,communal
Otjozondjupa,SITE_0129,-26.236824653719864,11.12578325065996,28.501642752130603,0.49339586878273034,1945.5447735586183,3860.749948508286,High,49.55111558116871,44.80529086020826,Normal,conservancy
Karas,SITE_0130,-18.160134788585466,19.01120048279345,34.95651267074915,0.4064742801235941,880.9564913308652,4718.084666501686,Severe,39.402674044165934,44.30636993146088,High,communal
Zambezi,SITE_0131,-27.280592187637023,16.21055231814408,15.019498635973804,0.5005842401731931,825.883740454212,1235.7192177064549,Severe,13.440938128405316,27.438616742450332,High,conservancy
Kunene,SITE_0132,-26.964673094037746,17.277932777884,55.94021666003581,0.35977121302204995,1810.2219397055574,4099.378437491014,Severe,36.17400220883113,16.7518151178829,Normal,conservancy
Khomas,SITE_0133,-22.658582103009046,13.294857930456908,41.11054351224492,0.6440679998596828,1272.5396795774063,1581.225419281552,Severe,5.083634278433655,36.306347758786416,High,conservancy
Ohangwena,SITE_0134,-18.603382815482533,17.62246327647695,20.38465546936989,0.4021966081827636,1296.3271372405206,1895.9949507898598,Severe,46.008571456124045,43.24187975285835,Normal,commercial
Otjozondjupa,SITE_0135,-23.312226195993073,19.731324804856246,11.687450048569875,0.24423319309365632,1771.8644572959558,3912.2946773493563,High,33.57185693709637,12.377970316458846,Normal,communal
Karas,SITE_0136,-27.117530702663213,14.350788411662757,42.216083665581436,0.17213926133152926,839.885432604649,1890.0838169551705,Moderate,34.170677546424756,23.877934112176572,Normal,communal
Kavango East,SITE_0137,-23.19098361231872,17.31130761877427,74.97819972572462,0.38129010958982357,409.42496361659624,754.6359741906656,Low,14.201565848791589,14.672001448070448,High,commercial
Hardap,SITE_0138,-24.30037084191607,20.393695681816396,49.53752072615176,0.24372514005187776,713.2346837701049,1461.1857909053517,Severe,7.14231056483275,33.82520060553034,High,commercial
Erongo,SITE_0139,-17.640469077950513,13.06759328242603,75.82371708973263,0.23564812932300513,445.898867061833,1150.3311550396168,Moderate,36.13456453241119,31.38993249062468,Normal,conservancy
Omaheke,SITE_0140,-26.070118292184144,20.02588628690126,48.155787334836276,0.3231016756814634,839.7939050157574,2175.179503376172,Moderate,17.996020819946857,15.204195496682296,Normal,communal
Hardap,SITE_0141,-19.914663323980328,14.132755175829075,18.01958656567399,0.15430842931214098,1170.7803439961403,2592.6411422715623,Severe,26.38783704176947,23.652542866080243,Normal,commercial
Otjozondjupa,SITE_0142,-24.564392568761207,18.919108641787062,41.55885198034646,0.11148676111883167,1634.027082616449,1263.885729634554,Moderate,5.432411833708898,20.923322284032515,High,communal
Erongo,SITE_0143,-27.604431182311025,18.03886284206061,56.607675637744386,0.25533580763763564,418.7868097214637,639.0957025790169,Moderate,34.997713013270406,22.233242785497318,Normal,conservancy
Erongo,SITE_0144,-25.023877111640605,19.47016732103461,74.49245853740857,0.1948402130861404,1967.273572123008,2065.9434011548665,High,23.579376589104093,23.670772436079556,High,commercial
Oshana,SITE_0145,-27.448236437804365,14.893096059911539,40.20380475889384,0.5572549039993483,1353.9145962394507,508.53671267530353,Severe,41.31632593292278,13.142462755172275,Normal,commercial
Hardap,SITE_0146,-20.88659967279503,16.010344812968516,46.45082115470967,0.36168499944680654,1759.3456628706554,1054.8339305542218,Severe,47.08822172648882,10.901306442770451,Normal,conservancy
Oshikoto,SITE_0147,-27.51567844999569,14.099273055920852,76.68526139293199,0.6824430788194509,1143.2206359010986,4606.540257301479,High,13.30222398290457,16.245383877968028,High,commercial
Omusati,SITE_0148,-17.511103191424745,19.506820054928845,46.30963342401989,0.48576483354852973,329.33046293193604,2550.8429256354207,High,38.548746256135004,30.34173643248724,Normal,communal
Kavango East,SITE_0149,-20.903686352958154,13.83548685650688,59.883337099077565,0.19556226667893267,1510.7171674136337,1434.477372744001,Low,47.430893811534965,20.279851965884774,Normal,conservancy
Ohangwena,SITE_0150,-25.464533374471134,13.796817530207495,54.649245548620485,0.34844165876566313,944.662678266215,925.325113913168,High,48.13794768640737,44.08674995205695,Normal,conservancy
Kavango West,SITE_0151,-17.781748115765414,13.309928173658541,47.327889535266735,0.574512134993817,166.76139606310872,4918.411281484617,Moderate,24.346935288746252,40.50433322657403,High,commercial
Zambezi,SITE_0152,-24.8030394705545,15.849434129984388,48.45748778194435,0.3438096848835661,479.34694484580257,4775.428000064175,Severe,46.91736849161142,30.06186897393617,Normal,commercial
